0,099 ;  0,4
0,149 ;  0,7200000000000001
0,199 ;  0,9760000000000001
0,249 ;  1,1808
0,3 ;  1,34464
0,35 ;  1,4757120000000001
0,4 ;  1,5805696
0,45 ;  1,66445568
0,501 ;  1,7315645440000003
0,551 ;  1,7852516352000003
0,601 ;  1,8282013081600001
0,651 ;  1,862561046528
0,702 ;  1,8900488372224
0,752 ;  1,91203906977792
0,802 ;  1,9296312558223359
0,853 ;  1,9437050046578688
0,904 ;  1,9549640037262952
0,954 ;  1,9639712029810363
1,004 ;  1,971176962384829
1,054 ;  1,9769415699078632
1,105 ;  1,9815532559262907
1,155 ;  1,9852426047410328
1,205 ;  1,9881940837928265
1,256 ;  1,9905552670342614
1,306 ;  1,9924442136274094
1,356 ;  1,9939553709019275
1,407 ;  1,995164296721542
1,457 ;  1,9961314373772336
1,507 ;  1,996905149901787
1,557 ;  1,9975241199214295
1,607 ;  1,998019295937144
1,658 ;  1,9984154367497151
1,708 ;  1,9987323493997722
1,758 ;  1,9989858795198177
1,809 ;  1,9991887036158542
1,859 ;  1,9993509628926835
1,909 ;  1,9994807703141468
1,959 ;  1,9995846162513176
2,01 ;  1,599667693001054
2,06 ;  1,2797341544008434
2,11 ;  1,0237873235206747
2,161 ;  0,8190298588165398
2,211 ;  0,6552238870532319
2,261 ;  0,5241791096425855
2,311 ;  0,4193432877140684
2,361 ;  0,3354746301712548
2,412 ;  0,26837970413700385
2,462 ;  0,21470376330960309
2,512 ;  0,17176301064768248
2,562 ;  0,13741040851814598
2,613 ;  0,1099283268145168
2,663 ;  0,08794266145161345
2,713 ;  0,07035412916129076
2,763 ;  0,05628330332903261
2,814 ;  0,04502664266322609
2,864 ;  0,03602131413058087
2,914 ;  0,0288170513044647
2,965 ;  0,02305364104357176
3,015 ;  0,018442912834857408
3,065 ;  0,014754330267885927
3,115 ;  0,011803464214308742
3,165 ;  0,009442771371446994
3,216 ;  0,0075542170971575956
3,266 ;  0,006043373677726077
3,316 ;  0,004834698942180862
3,367 ;  0,00386775915374469
3,417 ;  0,003094207322995752
3,467 ;  0,002475365858396602
3,517 ;  0,0019802926867172814
3,567 ;  0,0015842341493738253
3,617 ;  0,0012673873194990603
3,667 ;  0,0010139098555992483
3,718 ;  0,0008111278844793986
3,768 ;  0,0006489023075835189
3,818 ;  0,0005191218460668151
3,868 ;  0,00041529747685345214
3,919 ;  0,00033223798148276175
3,969 ;  0,0002657903851862094
4,019 ;  0,00021263230814896753
4,07 ;  0,00017010584651917402
4,12 ;  0,00013608467721533922
4,17 ;  0,00010886774177227139
4,221 ;  0,00008709419341781711
4,271 ;  0,00006967535473425369
4,321 ;  0,00005574028378740295
4,372 ;  0,000044592227029922364
4,422 ;  0,00003567378162393789
4,472 ;  0,000028539025299150313
4,523 ;  0,000022831220239320252
4,573 ;  0,000018264976191456202
4,623 ;  0,000014611980953164963
4,674 ;  0,000011689584762531972
4,724 ;  0,000009351667810025578
4,774 ;  0,000007481334248020463
4,825 ;  0,000005985067398416371
4,875 ;  0,0000047880539187330976
4,925 ;  0,000003830443134986478
4,976 ;  0,0000030643545079891825
5,026 ;  0,0000024514836063913464
5,076 ;  0,0000019611868851130773
5,126 ;  0,000001568949508090462
5,176 ;  0,0000012551596064723696
5,227 ;  0,0000010041276851778958
5,277 ;  8,033021481423166
5,327 ;  6,426417185138533
5,378 ;  5,141133748110826
5,428 ;  4,1129069984886616
5,479 ;  3,2903255987909293
5,529 ;  2,6322604790327436
5,579 ;  2,105808383226195
5,63 ;  1,684646706580956
5,68 ;  1,3477173652647648
5,73 ;  1,0781738922118119
